batch_name,instrument_name,batch_passed,reviewer_name,batch_collected_ts,review_start_ts,review_complete_ts,calibration_slope_morphine,calibration_slope_hydromorphone,calibration_slope_oxymorphone,calibration_slope_codeine,calibration_slope_hydrocodone,calibration_slope_oxycodone,calibration_intercept_morphine,calibration_intercept_hydromorphone,calibration_intercept_oxymorphone,calibration_intercept_codeine,calibration_intercept_hydrocodone,calibration_intercept_oxycodone,calibration_R2_morphine,calibration_R2_hydromorphone,calibration_R2_oxymorphone,calibration_R2_codeine,calibration_R2_hydrocodone,calibration_R2_oxycodone
b673284,happy,TRUE,Frank,2017-09-24T01:19:32Z,2017-09-24T09:26:53Z,2017-09-24T09:58:02Z,0.006851654,0.007080305,0.007100009,0.007381775,0.007691412,0.007074981,-1.11899e-5,3.79379e-5,-1.22239e-5,-2.68e-5,-2.57908e-5,6.62074e-6,0.997090499,0.987543086,0.998710853,0.994513207,0.993206471,0.995217341
b677699,sleepy,TRUE,Frank,2017-09-24T01:03:03Z,2017-09-24T12:16:03Z,2017-09-24T12:46:14Z,0.007036708,0.007342671,0.001426245,0.006420024,0.00682591,0.007501826,5.19525e-5,-4.39346e-6,-2.08933e-6,3.18011e-5,-9.79003e-6,8.33551e-6,0.990582961,0.987952134,0.994009559,0.987056156,0.982067122,0.982662607
b552407,happy,TRUE,Dave,2017-09-24T00:50:31Z,2017-09-24T10:13:22Z,2017-09-24T10:33:56Z,0.006977858,0.006645982,0.007350184,0.007491171,0.006841254,0.006963144,4.54422e-5,-1.48388e-5,-9.07187e-7,-3.01052e-5,-4.21713e-5,-4.34602e-5,0.983695949,0.995610331,0.994299919,0.982045965,0.986936984,0.988885503
b574739,doc,TRUE,Alice,2017-09-23T21:33:10Z,2017-09-24T13:07:35Z,2017-09-24T13:39:20Z,0.007960659,0.008612989,0.00836659,0.007737479,0.006985552,0.007499111,-3.90858e-6,2.26952e-5,-4.62736e-5,4.42102e-5,5.88145e-5,2.33611e-5,0.993088644,0.992488134,0.988387726,0.980926954,0.991639362,0.996977917
b127717,happy,TRUE,Charles,2017-09-24T00:01:39Z,2017-09-24T10:20:10Z,2017-09-24T10:47:39Z,0.006519957,0.006483556,0.007450727,0.006629189,0.007360749,0.006879999,4.50164e-5,5.702e-6,-4.92786e-5,5.03712e-5,-1.57182e-5,1.16064e-5,0.984966972,0.991418534,0.98235859699999994,0.988607294,0.99102168,0.986572115
b162609,grumpy,TRUE,Alice,2017-09-24T00:30:25Z,2017-09-24T12:15:51Z,2017-09-24T12:41:20Z,0.007141841,0.006642666,0.00711022,0.007041644,0.006677274,0.007648313,4.73145e-5,-1.16243e-5,-3.229e-5,8.43648e-6,-4.49895e-6,-8.25921e-5,0.992918892,0.996069703,0.989685847,0.984334536,0.980826312,0.98276485
b341544,sneezy,TRUE,Dave,2017-09-24T01:52:52Z,2017-09-24T09:57:08Z,2017-09-24T10:12:44Z,0.006645162,0.007041239,0.006903408,0.007447619,0.007571061,0.00712068,-5.01022e-5,-2.05324e-5,8.89219e-6,1.12876e-5,4.92407e-5,-1.65705e-5,0.982850801,0.982601165,0.994321609,0.98806232,0.988439511,0.98256782
b345794,sleepy,TRUE,Frank,2017-09-23T20:34:46Z,2017-09-24T10:28:26Z,2017-09-24T10:58:55Z,0.007168893,0.007058879,0.001505552,0.007063456,0.007167771,0.006813513,4.79537e-6,-2.38281e-5,4.15714e-6,-5.4435e-5,9.1456e-6,-7.96673e-6,0.995723309,0.984878112,0.991572665,0.983582317,0.980709366,0.983793642
b690604,doc,TRUE,Alice,2017-09-23T22:10:10Z,2017-09-24T09:04:46Z,2017-09-24T09:33:04Z,0.00771773,0.007632288,0.009076213,0.008282807,0.007392868,0.007951517,-1.43023e-5,-7.58057e-5,0,-1.26737e-5,-5.00242e-5,-4.26877e-5,0.981688433,0.98016806,1,0.992074349,0.980423004,0.985525456
b491470,happy,TRUE,Brad,2017-09-24T01:04:42Z,2017-09-24T13:13:55Z,2017-09-24T13:56:22Z,0.006367196,0.006797662,0.006685586,0.007606398,0.00652364,0.007528708,-4.23424e-5,-1.53226e-5,1.65742e-5,-2.77231e-5,2.31122e-5,4.04807e-5,0.990435199,0.988433597,0.988906384,0.994337868,0.996441327,0.993971373
b454742,dopey,TRUE,Charles,2017-09-23T23:15:12Z,2017-09-24T13:06:18Z,2017-09-24T13:46:17Z,0.006053512,0.006917118,0.006430995,0.006032725,0.007413863,0.007261637,-2.58044e-5,2.79536e-5,-1.31461e-5,1.41049e-5,3.52063e-6,7.76836e-6,0.980884379,0.982977979,0.980611767,0.995188017,0.99395218,0.996761034
b847136,bashful,TRUE,Brad,2017-09-24T01:47:35Z,2017-09-24T11:00:09Z,2017-09-24T11:44:24Z,0.006920296,0.007053804,0.006694479,0.006626372,0.0071854,0.00736071,-5.39461e-5,2.14146e-5,2.43307e-5,-3.79679e-6,-3.64818e-5,7.21968e-5,0.987859667,0.991979162,0.986456241,0.982632971,0.991845027,0.981432305
b864055,sleepy,TRUE,Frank,2017-09-23T21:32:59Z,2017-09-24T12:21:36Z,2017-09-24T12:40:46Z,0.006812077,0.007166164,0.001295998,0.007181926,0.007371382,0.007195647,4.90443e-6,2.46926e-5,-1.04342e-5,-1.51002e-5,2.48245e-6,-3.41448e-6,0.995423638,0.996920299,0.991528859,0.980451606,0.987591107,0.981530898
b555545,dopey,TRUE,Frank,2017-09-24T01:35:16Z,2017-09-24T12:55:56Z,2017-09-24T13:29:28Z,0.006763919,0.007181167,0.006641027,0.006830714,0.007081148,0.007217778,-3.66819e-5,-8.14624e-7,5.44562e-5,-5.3182e-6,2.45688e-5,-1.1594e-5,0.996426126,0.996123219,0.982279283,0.988848448,0.984329463,0.983590892
b617454,sneezy,TRUE,Alice,2017-09-23T22:09:50Z,2017-09-24T10:43:02Z,2017-09-24T11:25:57Z,0.006754862,0.007338709,0.00662435,0.007075947,0.006965774,0.006752503,-5.64676e-5,-6.01648e-5,-3.98955e-5,2.49219e-5,-3.97168e-5,-2.38953e-5,0.991037196,0.988773044,0.995243557,0.98450796,0.989058436,0.98651964
b743924,sneezy,TRUE,Frank,2017-09-23T20:04:15Z,2017-09-24T11:57:47Z,2017-09-24T12:21:16Z,0.007029834,0.006854686,0.007422619,0.007206722,0.005938815,0.006292526,-8.51936e-6,-6.14538e-6,-5.65338e-6,2.73025e-5,2.35734e-5,8.67075e-7,0.987011119,0.989875501,0.994552445,0.989286102,0.996143231,0.984011073
b473099,happy,TRUE,Alice,2017-09-24T01:36:26Z,2017-09-24T11:32:50Z,2017-09-24T12:09:06Z,0.006889797,0.007009638,0.006520988,0.007158388,0.006949743,0.006940303,4.63015e-5,-2.24378e-5,1.3726e-5,5.56472e-5,1.74745e-5,3.08575e-5,0.989837897,0.983130301,0.999091264,0.988363812,0.998394995,0.983283432
b175616,doc,TRUE,Alice,2017-09-23T20:18:31Z,2017-09-24T11:30:08Z,2017-09-24T12:14:35Z,0.009160812,0.007950349,0.006438149,0.007666046,0.007787237,0.007816011,5.26169e-5,-1.18468e-5,-3.8244e-5,3.31813e-5,4.40138e-5,1.02277e-5,0.980183546,0.992909109,0.986650008,0.99022858,0.982002617,0.993203446
b615676,doc,TRUE,Brad,2017-09-24T00:52:43Z,2017-09-24T09:05:39Z,2017-09-24T09:35:57Z,0.008597892,0.007836579,0.007248144,0.008345613,0.008366364,0.008118634,5.12175e-5,4.96005e-5,-2.71737e-5,6.08291e-5,-7.57424e-5,-2.71383e-5,0.986139922,0.990611375,0.984579142,0.994243437,0.980625154,0.993609466
b454298,grumpy,TRUE,Charles,2017-09-23T22:13:18Z,2017-09-24T09:21:00Z,2017-09-24T10:04:21Z,0.00659302,0.007069855,0.00689824,0.00682242,0.007207094,0.006928484,-2.54212e-5,8.2741e-6,1.79112e-6,1.55387e-5,-1.77067e-5,2.24108e-5,0.994023411,0.995850425,0.99565032,0.985382236,0.985368431,0.982455453
b563301,dopey,TRUE,Frank,2017-09-24T21:59:52Z,2017-09-25T10:08:48Z,2017-09-25T10:30:14Z,0.007345397,0.007249612,0.00682435,0.006838396,0.007167336,0.006996696,2.72291e-5,3.3262e-5,1.54107e-5,2.62228e-5,5.35825e-6,-3.09093e-5,0.998382178,0.991589171,0.99631704,0.98399684,0.990273663,0.996840059
b444681,sleepy,TRUE,Dave,2017-09-25T00:47:57Z,2017-09-25T10:10:55Z,2017-09-25T10:45:40Z,0.007923727,0.007087928,0.001378011,0.007286396,0.006890944,0.007177333,-7.24629e-7,-2.93311e-5,-1.4558e-6,2.34822e-5,1.4853e-5,2.16356e-5,0.991129949,0.984620462,0.995267082,0.996220563,0.983668054,0.988974225
b216492,doc,TRUE,Brad,2017-09-24T21:13:58Z,2017-09-25T11:01:42Z,2017-09-25T11:22:01Z,0.007251512,0.007991847,0.008863059,0.007351297,0.009196566,0.008400508,6.45378e-6,-3.19468e-5,-1.73791e-5,-6.24357e-6,2.86e-5,-1.01628e-5,0.985541942,0.986466002,0.985972664,0.991866506,0.98230006,0.989910098
b359008,doc,TRUE,Charles,2017-09-24T21:06:25Z,2017-09-25T11:06:20Z,2017-09-25T11:30:05Z,0.008215929,0.008013425,0.00735997,0.007177501,0.007787547,0.009079178,4.44897e-5,-4.20634e-5,-1.57245e-5,2.90288e-6,-2.55859e-5,1.35798e-7,0.991442351,0.985505995,0.994739385,0.994698188,0.993287546,0.980884622
b803612,grumpy,TRUE,Brad,2017-09-24T22:36:35Z,2017-09-25T11:29:31Z,2017-09-25T11:52:09Z,0.007580769,0.006538034,0.006892821,0.007013769,0.006821985,0.006778919,-4.02856e-5,-2.24384e-5,3.89793e-5,5.41627e-6,5.07214e-5,-1.12917e-5,0.992079912,0.995809808,0.986988772,0.99291714,0.989627732,0.986786114
b115916,grumpy,TRUE,Elizabeth,2017-09-25T00:04:58Z,2017-09-25T12:37:36Z,2017-09-25T12:53:18Z,0.007106056,0.007179582,0.007230263,0.00731345,0.007256021,0.007558101,2.82394e-5,-1.54146e-5,1.02595e-5,2.10034e-5,1.70874e-5,-2.79292e-5,0.992694459,0.980981912,0.98533578,0.985747839,0.983158682,0.988702613
b135456,happy,TRUE,Dave,2017-09-24T21:17:14Z,2017-09-25T13:07:22Z,2017-09-25T13:34:19Z,0.007238189,0.006613403,0.0075071,0.007546637,0.007169902,0.007587704,4.09789e-5,2.08056e-5,7.52452e-5,1.81409e-5,5.60202e-5,-1.15892e-5,0.980869712,0.990491224,0.98631549,0.990059408,0.986101774,0.998537149
b345155,bashful,TRUE,Frank,2017-09-24T21:04:18Z,2017-09-25T10:45:24Z,2017-09-25T11:18:17Z,0.006899258,0.007125219,0.006708675,0.006626055,0.00695829,0.007281607,6.80468e-5,-7.25386e-6,2.66368e-5,2.18607e-5,1.08307e-7,5.57517e-6,0.988041407,0.996796445,0.989916131,0.985520425,0.991664943,0.991662261
b427702,doc,TRUE,Alice,2017-09-24T23:36:42Z,2017-09-25T11:36:16Z,2017-09-25T11:56:03Z,0.007231698,0.007790474,0.008861303,0.008557402,0.007424523,0.008343924,-3.25568e-5,-8.55461e-5,-7.68691e-5,-2.68542e-5,-1.28424e-5,1.12913e-5,0.980425503,0.981571288,0.988384215,0.986605244,0.982721545,0.987349501
b666722,doc,TRUE,Charles,2017-09-24T21:47:29Z,2017-09-25T10:10:37Z,2017-09-25T10:37:03Z,0.008052553,0.007191544,0.009155263,0.007420701,0.008696896,0.006920106,9.41902e-5,-6.30529e-6,8.37864e-7,3.15167e-6,-8.56051e-5,-4.05385e-6,0.984456568,0.981211724,0.987825162,0.99297692,0.982754875,0.986457378
b148163,bashful,TRUE,Elizabeth,2017-09-25T01:37:04Z,2017-09-25T12:20:09Z,2017-09-25T12:48:30Z,0.007603417,0.007014929,0.007579991,0.006865056,0.007645301,0.006645571,-1.69369e-6,-3.82806e-5,-7.64129e-6,-1.26662e-5,4.01452e-5,-3.4427e-5,0.988019045,0.995370701,0.989543372,0.989005675,0.987979533,0.990791479
b373316,happy,TRUE,Brad,2017-09-24T21:15:31Z,2017-09-25T11:26:02Z,2017-09-25T11:47:19Z,0.006916487,0.007553012,0.006971292,0.0072475940000000004,0.00714336,0.00681224,-7.34078e-6,-8.22747e-6,4.10324e-5,-2.37387e-5,5.13485e-5,4.3824e-5,0.995150567,0.991729883,0.991174081,0.992254776,0.982993455,0.985349839
b730619,sneezy,TRUE,Charles,2017-09-25T00:00:10Z,2017-09-25T12:29:50Z,2017-09-25T13:03:16Z,0.005973151,0.006742876,0.007349295,0.007563239,0.00718021,0.006787066,2.13874e-5,9.20676e-6,-5.71583e-6,3.65491e-6,3.71865e-5,-6.79564e-6,0.997315551,0.997373874,0.997668227,0.983307105,0.991595408,0.989683283
b240262,dopey,TRUE,Elizabeth,2017-09-24T23:07:26Z,2017-09-25T13:07:10Z,2017-09-25T13:37:29Z,0.006812031,0.006905812,0.007404715,0.007006398,0.006857645,0.007095505,6.40895e-6,6.49922e-5,-4.39193e-5,2.1035e-5,5.31808e-5,-1.79585e-5,0.9988986,0.980980501,0.992563617,0.993313816,0.987042959,0.986252554
b874650,dopey,TRUE,Elizabeth,2017-09-24T20:22:25Z,2017-09-25T12:24:48Z,2017-09-25T12:54:25Z,0.006833974,0.006723909,0.00644714,0.007131061,0.006510245,0.006650447,-1.75307e-5,4.89946e-5,1.22323e-5,-5.80131e-5,-2.68561e-5,2.29668e-6,0.983192983,0.987757299,0.994541946,0.98540656,0.981390661,0.993696438
b210797,dopey,TRUE,Alice,2017-09-25T00:43:45Z,2017-09-25T10:05:25Z,2017-09-25T10:27:31Z,0.007066298,0.007187094,0.007100617,0.006617918,0.007186507,0.007030212,4.39363e-5,-4.32967e-5,-4.33957e-5,-1.66359e-5,1.12514e-5,2.95976e-5,0.99071658,0.984646754,0.982660966,0.995563944,0.994308034,0.995591749
b478255,happy,TRUE,Charles,2017-09-25T01:18:37Z,2017-09-25T11:59:11Z,2017-09-25T12:25:36Z,0.006780456,0.006685109,0.007490114,0.006998322,0.007521038,0.007718167,2.84949e-5,-4.01046e-6,-3.64505e-6,-3.50183e-5,4.76381e-5,1.18263e-5,0.981328659,0.993598952,0.991643621,0.987617819,0.987327312,0.992138846
b579769,grumpy,TRUE,Charles,2017-09-25T01:47:58Z,2017-09-25T09:26:29Z,2017-09-25T09:52:44Z,0.006602334,0.006434412,0.006607807,0.007032026,0.007379088,0.006788595,-2.49104e-5,5.88463e-5,-1.36496e-5,1.26285e-5,2.22347e-5,-1.33595e-5,0.995867056,0.984790802,0.993027082,0.998304079,0.990334416,0.989030061
b672304,doc,TRUE,Elizabeth,2017-09-24T22:31:32Z,2017-09-25T10:22:09Z,2017-09-25T10:58:01Z,0.00817596,0.007929062,0.007955553,0.007684864,0.007234404,0.008253262,-5.48623e-5,-5.32182e-5,-2.26683e-5,-1.56131e-5,-2.71411e-6,1.75107e-5,0.982896079,0.986248559,0.985296456,0.981417383,0.986519345,0.987604474
b310205,grumpy,TRUE,Elizabeth,2017-09-25T00:36:19Z,2017-09-25T09:42:25Z,2017-09-25T10:17:57Z,0.00704727,0.007168031,0.007128325,0.007333323,0.006726538,0.006832306,2.56483e-5,-3.53245e-5,-2.56454e-6,5.5026e-5,1.70399e-5,1.33505e-6,0.990015735,0.991664813,0.989824495,0.990976736,0.987211381,0.996595521
b670753,bashful,TRUE,Elizabeth,2017-09-26T01:12:23Z,2017-09-26T13:52:00Z,2017-09-26T14:20:01Z,0.006473123,0.006867643,0.006600584,0.006530697,0.007168735,0.006966741,4.30945e-5,3.91293e-5,-4.09792e-5,1.11264e-5,-1.50904e-5,-3.07708e-6,0.988181454,0.991237728,0.990452624,0.988588012,0.993221302,0.985479956
b814789,bashful,TRUE,Frank,2017-09-26T01:50:32Z,2017-09-26T10:43:45Z,2017-09-26T11:28:04Z,0.00662748,0.007281537,0.007231086,0.00681392,0.007079636,0.0068212739999999996,6.56636e-5,-6.21847e-5,1.29392e-5,-9.17961e-6,2.33813e-5,5.18959e-6,0.983735501,0.986632244,0.990192169,0.996554271,0.995896754,0.9898118
b699648,sleepy,TRUE,Brad,2017-09-25T22:33:30Z,2017-09-26T10:34:27Z,2017-09-26T11:11:04Z,0.007143736,0.006517991,0.001346577,0.007694609,0.006635827,0.007276132,-3.53713e-5,-5.46146e-5,-2.54292e-6,5.60221e-5,1.45747e-5,-1.60215e-5,0.990448001,0.983154357,0.982961213,0.990171564,0.991176527,0.980356255
b755591,happy,TRUE,Charles,2017-09-26T01:51:21Z,2017-09-26T10:55:26Z,2017-09-26T11:37:43Z,0.006616646,0.007267265,0.007023927,0.006773795,0.006796518,0.007212987,-5.68516e-5,7.81717e-6,3.13344e-5,2.5121e-6,5.18117e-5,3.87844e-5,0.983869652,0.984495931,0.987142555,0.994941543,0.984070616,0.995880235
b422659,bashful,TRUE,Brad,2017-09-26T01:46:39Z,2017-09-26T13:53:16Z,2017-09-26T14:26:01Z,0.007221811,0.007071892,0.007027297,0.007729992,0.007065288,0.006841239,7.97415e-5,6.96422e-5,3.15619e-6,1.52413e-5,-1.5336e-6,2.93923e-5,0.983704001,0.981785511,0.986789844,0.997928499,0.983799578,0.996261059
b282262,happy,TRUE,Brad,2017-09-25T23:35:19Z,2017-09-26T12:03:02Z,2017-09-26T12:41:49Z,0.006380641,0.006781965,0.007058283,0.007275833,0.006672664,0.007465191,-1.75414e-6,-6.49506e-5,-2.86768e-5,-2.74952e-5,-1.00798e-6,3.04322e-5,0.990257554,0.986538277,0.985837496,0.993550419,0.996328693,0.990561567
b262925,grumpy,TRUE,Brad,2017-09-25T23:48:49Z,2017-09-26T12:03:20Z,2017-09-26T12:41:30Z,0.006977366,0.007188045,0.007018091,0.007198594,0.006618167,0.006107099,1.02899e-5,-3.46869e-6,1.46594e-7,2.67178e-7,-2.71251e-5,1.27633e-5,0.983885307,0.994843556,0.988119502,0.992237168,0.989853232,0.986678023
b122278,bashful,TRUE,Elizabeth,2017-09-25T20:07:21Z,2017-09-26T10:44:08Z,2017-09-26T11:24:25Z,0.00673893,0.006747907,0.007091962,0.007478958,0.006856067,0.006498274,2.67221e-5,3.62065e-5,8.56578e-6,3.61277e-6,-6.01109e-7,3.12679e-6,0.980121388,0.98618332,0.992749119,0.996226092,0.994225917,0.986504065
b350808,dopey,TRUE,Brad,2017-09-25T20:51:52Z,2017-09-26T09:29:19Z,2017-09-26T10:09:58Z,0.006725207,0.007157776,0.006692085,0.007076338,0.006613405,0.006773565,8.49065e-6,-8.74807e-6,-5.64964e-6,1.06607e-5,2.22137e-5,-1.28976e-5,0.98444616,0.986557287,0.994675637,0.996073308,0.988694741,0.984836247
b477041,grumpy,TRUE,Charles,2017-09-25T23:33:27Z,2017-09-26T13:41:07Z,2017-09-26T14:13:26Z,0.007118904,0.006647565,0.007452214,0.006321805,0.006559703,0.005535524,2.88253e-6,-1.73999e-6,-3.50399e-5,-4.12307e-5,-6.35658e-5,1.13223e-5,0.983365424,0.996819586,0.986715758,0.988095646,0.987518861,0.990511458
b764780,happy,TRUE,Alice,2017-09-25T21:20:29Z,2017-09-26T12:29:58Z,2017-09-26T12:57:51Z,0.007439471,0.006452248,0.006990872,0.007034396,0.007111897,0.007105732,-2.4281e-6,3.09608e-5,-1.97057e-5,4.96512e-5,2.23597e-5,2.961e-5,0.994797918,0.995404145,0.986472917,0.993795573,0.993156483,0.995543059
b870404,sleepy,TRUE,Frank,2017-09-26T01:20:29Z,2017-09-26T11:33:19Z,2017-09-26T12:09:26Z,0.006559859,0.007067421,0.001369981,0.00708418,0.006282188,0.007127498,-1.27523e-5,4.85722e-5,-7.81698e-6,6.18447e-6,8.32625e-6,-3.90523e-5,0.987540865,0.989021156,0.9955154,0.99828753,0.98972551,0.987084458
b505510,grumpy,TRUE,Frank,2017-09-25T21:06:55Z,2017-09-26T13:30:01Z,2017-09-26T13:50:49Z,0.007073075,0.007503581,0.006980908,0.006543183,0.007204023,0.007097894,-2.17096e-5,-1.48167e-5,2.63981e-5,-3.2752e-5,3.30249e-5,-5.52933e-5,0.991621347,0.992392142,0.989261291,0.994414456,0.988849745,0.989205334
b398592,sneezy,TRUE,Dave,2017-09-26T00:03:09Z,2017-09-26T09:26:34Z,2017-09-26T09:48:55Z,0.006966751,0.007121712,0.00678446,0.006822307,0.007128744,0.007404805,-1.27223e-5,5.78751e-5,-7.05175e-6,6.13221e-6,1.34602e-5,-3.78319e-5,0.994608132,0.982794898,0.983467077,0.998228833,0.995887389,0.991700486
b158174,grumpy,TRUE,Dave,2017-09-26T01:49:18Z,2017-09-26T09:22:09Z,2017-09-26T09:59:53Z,0.006731869,0.006690285,0.007046271,0.006928784,0.007067709,0.007221685,1.16074e-5,-5.16096e-6,-5.4956e-6,2.45132e-5,3.72278e-5,2.63693e-5,0.994044461,0.994716451,0.994059645,0.99212965,0.991658583,0.996771408
b111760,grumpy,TRUE,Frank,2017-09-25T20:50:40Z,2017-09-26T13:38:42Z,2017-09-26T13:57:43Z,0.007370268,0.00747849,0.006578861,0.007268639,0.007228382,0.006745988,1.48248e-5,6.61354e-5,-8.70176e-6,9.27923e-6,5.88847e-5,-2.59289e-5,0.995723537,0.981915646,0.995028179,0.988800692,0.989824792,0.988445774
b285393,dopey,TRUE,Dave,2017-09-25T21:44:06Z,2017-09-26T09:39:25Z,2017-09-26T10:15:49Z,0.006751917,0.007395066,0.007524602,0.007336031,0.006566904,0.006866333,-6.78723e-5,-4.7129e-5,3.60371e-5,-6.29033e-5,-8.65016e-6,6.0945e-5,0.981311638,0.983177805,0.990872282,0.981377128,0.982047809,0.987993312
b586476,doc,TRUE,Dave,2017-09-25T20:37:44Z,2017-09-26T12:26:17Z,2017-09-26T12:48:13Z,0.008449924,0.007592483,0.007306582,0.008278277,0.008345133,0.006841502,-6.16729e-5,5.17172e-5,4.69609e-6,2.27617e-5,5.7667e-6,-4.00614e-5,0.987910259,0.985298659,0.987827608,0.98980655,0.993553617,0.988931643
b255634,sleepy,TRUE,Charles,2017-09-26T01:18:49Z,2017-09-26T09:27:19Z,2017-09-26T10:06:08Z,0.006484843,0.006819451,0.001411393,0.007408203,0.006668818,0.006650356,-1.01195e-5,-3.18578e-5,1.18231e-5,1.17096e-5,-1.67969e-6,8.01483e-6,0.994361117,0.985119628,0.990950533,0.983343354,0.993853431,0.980549527
b751314,happy,TRUE,Dave,2017-09-25T22:53:16Z,2017-09-26T13:21:30Z,2017-09-26T13:56:18Z,0.00707474,0.006755335,0.007245601,0.006893118,0.007388655,0.00717273,2.46642e-5,-4.62888e-5,8.20156e-6,3.27987e-5,-3.49175e-5,-8.12146e-5,0.982675006,0.988362947,0.991074054,0.98296028,0.994415509,0.985684883
b236869,sleepy,TRUE,Charles,2017-09-26T23:36:10Z,2017-09-27T12:09:16Z,2017-09-27T12:54:00Z,0.007336733,0.006797453,0.001367648,0.007151223,0.007386163,0.006984255,-2.76441e-6,-2.86047e-5,2.06778e-6,-2.089e-5,2.06116e-5,7.05509e-6,0.994405145,0.995984188,0.989083157,0.988326739,0.993922785,0.993179633
b812021,dopey,TRUE,Charles,2017-09-26T22:54:59Z,2017-09-27T13:24:33Z,2017-09-27T13:40:08Z,0.006504564,0.006986066,0.006690915,0.006440713,0.006977044,0.007541633,-4.53594e-5,-2.48871e-5,1.11156e-5,-6.59338e-6,4.99203e-5,-2.87289e-5,0.986827388,0.997514646,0.987289426,0.993726564,0.989222312,0.986653342
b886139,dopey,TRUE,Alice,2017-09-27T01:12:51Z,2017-09-27T11:05:33Z,2017-09-27T11:43:13Z,0.006910058,0.006747236,0.006976444,0.007347487,0.006526001,0.006658849,2.37734e-5,-1.58613e-5,1.76604e-5,3.60024e-6,2.2086e-5,1.71402e-5,0.986468434,0.995178897,0.98184677,0.99252588,0.995225259,0.985976195
b525023,grumpy,TRUE,Brad,2017-09-26T20:42:48Z,2017-09-27T11:55:12Z,2017-09-27T12:34:12Z,0.006736122,0.006148761,0.007523262,0.006880108,0.007620943,0.007080253,-3.95052e-5,-4.81713e-6,5.23474e-5,-2.12524e-6,5.38133e-5,7.25678e-6,0.98775855,0.986980796,0.992092662,0.993587525,0.988817409,0.994220269
b512513,sleepy,TRUE,Elizabeth,2017-09-27T00:59:29Z,2017-09-27T09:21:38Z,2017-09-27T09:53:18Z,0.007257527,0.007517723,0.001543478,0.006373027,0.007437762,0.007323428,-4.75257e-5,5.79538e-6,-2.47557e-7,2.84872e-5,-8.35172e-6,4.49783e-5,0.991122265,0.993757578,0.988225285,0.987732491,0.993005425,0.989303407
b861427,sleepy,TRUE,Frank,2017-09-27T00:48:47Z,2017-09-27T12:30:24Z,2017-09-27T12:45:34Z,0.007233443,0.006770323,0.001395877,0.007176712,0.007732986,0.007792607,3.41992e-5,2.4873e-5,-7.62558e-7,-3.06364e-5,2.73182e-5,7.93134e-5,0.990629296,0.989221969,0.987570778,0.995380698,0.988411539,0.981780378
b120855,happy,TRUE,Brad,2017-09-26T20:28:33Z,2017-09-27T11:07:13Z,2017-09-27T11:45:58Z,0.006199408,0.007192981,0.006796036,0.006206216,0.006893339,0.006238346,1.46436e-5,2.6387e-5,-2.11698e-5,-1.84407e-5,1.21295e-5,1.00728e-5,0.989488434,0.992979713,0.991201585,0.986603773,0.993568695,0.996031744
b623681,sleepy,TRUE,Elizabeth,2017-09-26T23:53:37Z,2017-09-27T12:59:04Z,2017-09-27T13:29:36Z,0.006625918,0.0063691040000000004,0.001436155,0.007181026,0.006904849,0.006848117,-1.9191e-5,2.10029e-5,-1.61704e-5,9.24067e-6,-4.00171e-5,2.86073e-5,0.993533282,0.995421479,0.980402519,0.994684503,0.991242423,0.991864892
b187318,doc,TRUE,Alice,2017-09-27T00:30:17Z,2017-09-27T12:27:44Z,2017-09-27T13:08:59Z,0.007669483,0.007857108,0.008366744,0.009051818,0.008799842,0.007884676,4.02016e-5,-1.66052e-5,2.25986e-5,2.61524e-5,-3.62069e-5,-3.60018e-5,0.987965665,0.980503125,0.993811639,0.986949715,0.990487811,0.992214157
b810327,grumpy,TRUE,Elizabeth,2017-09-26T20:50:21Z,2017-09-27T10:25:21Z,2017-09-27T10:56:00Z,0.007050741,0.006388819,0.00664857,0.00661346,0.006767728,0.007166242,-2.5257e-5,5.20937e-5,-1.39767e-5,9.98806e-6,-1.95898e-5,9.26255e-6,0.988201193,0.980952707,0.988722935,0.993127924,0.990651267,0.990346653
b295471,happy,TRUE,Elizabeth,2017-09-26T22:08:03Z,2017-09-27T11:51:29Z,2017-09-27T12:15:03Z,0.007297527,0.006210132,0.00742079,0.007375489,0.006988564,0.006955154,-3.45098e-5,1.94086e-5,-1.844e-5,-1.97369e-5,8.65624e-6,-1.25711e-5,0.99128096,0.990177417,0.99713471,0.992647588,0.998432602,0.993456731
b538025,sneezy,TRUE,Brad,2017-09-26T22:52:03Z,2017-09-27T12:18:56Z,2017-09-27T12:55:16Z,0.006844702,0.006778651,0.006364378,0.0070542,0.007195682,0.006848415,-9.89635e-6,1.94605e-5,-6.60045e-5,2.61483e-5,-8.5982e-6,2.52143e-5,0.988627166,0.986256847,0.980033953,0.992493773,0.987291693,0.996235855
b560629,bashful,TRUE,Dave,2017-09-26T23:12:36Z,2017-09-27T10:14:48Z,2017-09-27T10:54:57Z,0.007203761,0.006750074,0.007268368,0.007407944,0.007699175,0.007268542,4.4586e-6,2.06394e-5,4.99489e-5,-3.40419e-5,-1.3374e-5,3.8874e-5,0.993313537,0.994823711,0.991902412,0.99534448,0.995096493,0.983646199
